"date_time","Dry.Bulb.Temperature...C.","Relative.Humidity....","Wind.Speed..m.s.","Wind.Direction..Deg.","Global.Horizontal.Radiation..W.m2.","Direct.Normal.Radiation..W.m2.","Diffuse.Horizontal.Radiation..W.m2.","county_code"
2018-07-01,23.3,93.54,0,120,0,0,0,"G4500910"
2018-07-01 01:00:00,23.3,93.54,0,100,0,0,0,"G4500910"
2018-07-01 02:00:00,22.8,96.42,0,50,0,0,0,"G4500910"
2018-07-01 03:00:00,22.2,100,0,0,0,0,0,"G4500910"
2018-07-01 04:00:00,22.4,96.99,0,0,0,0,0,"G4500910"
2018-07-01 05:00:00,22.2,96.99,0,0,0,0,0,"G4500910"
2018-07-01 06:00:00,22.2,100,0,0,6,26.5,5.5,"G4500910"
2018-07-01 07:00:00,23.9,96.45,0,33.33,106,317,49.5,"G4500910"
2018-07-01 08:00:00,26.1,82.07,0,0,292.5,583,79.5,"G4500910"
2018-07-01 09:00:00,27.4,74.26,0.75,120,490.5,715,96.5,"G4500910"
2018-07-01 10:00:00,27.8,71.6,1.5,0,650.5,717,135,"G4500910"
2018-07-01 11:00:00,28.3,69.55,2.77,85,779,742.5,152,"G4500910"
2018-07-01 12:00:00,29.4,63.29,2.6,80,891.5,790.5,151,"G4500910"
2018-07-01 13:00:00,29.4,65.25,2.1,120,888.5,679.5,224.5,"G4500910"
2018-07-01 14:00:00,31.1,59.19,3.1,100,746.5,461,302,"G4500910"
2018-07-01 15:00:00,30,65.38,2.6,100,788,642.5,209,"G4500910"
2018-07-01 16:00:00,28.87,74.35,4.3,90,423,153.5,299.5,"G4500910"
2018-07-01 17:00:00,27.2,82.2,1.5,330,249,63.5,208.5,"G4500910"
2018-07-01 18:00:00,24.12,96.45,2.98,313.33,129.5,17.5,120.5,"G4500910"
2018-07-01 19:00:00,25,93.62,1.5,360,42.5,4,41.5,"G4500910"
2018-07-01 20:00:00,25.33,87,0,120,8.5,5,8.5,"G4500910"
2018-07-01 21:00:00,23.9,96.45,0,0,0,0,0,"G4500910"
2018-07-01 22:00:00,23.9,96.45,0,13.33,0,0,0,"G4500910"
2018-07-01 23:00:00,23.3,100,0,0,0,0,0,"G4500910"
2018-07-02,23.9,96.45,1.5,190,0,0,0,"G4500910"
2018-07-02 01:00:00,23.3,97.02,0,110,0,0,0,"G4500910"
2018-07-02 02:00:00,22.2,100,0,126.67,0,0,0,"G4500910"
2018-07-02 03:00:00,22.2,100,0,73.33,0,0,0,"G4500910"
2018-07-02 04:00:00,22.87,96.42,0,0,0,0,0,"G4500910"
2018-07-02 05:00:00,22.1,100,0,0,0,0,0,"G4500910"
2018-07-02 06:00:00,22,98.02,0,0,3.5,4.5,3.5,"G4500910"
2018-07-02 07:00:00,23.9,96.45,1.5,90,54.5,19,51.5,"G4500910"
2018-07-02 08:00:00,24.4,97.04,0,0,100.5,5,98.5,"G4500910"
2018-07-02 09:00:00,25.55,84.59,1.1,127.5,217.5,29,201,"G4500910"
2018-07-02 10:00:00,26.95,76.92,0.75,260,298,40,268.5,"G4500910"
2018-07-02 11:00:00,27.2,79.28,1.05,83.33,581,217,395,"G4500910"
2018-07-02 12:00:00,28.85,67.68,0.75,0,722,362.5,380,"G4500910"
2018-07-02 13:00:00,30,63.04,1.5,70,946,809,155.5,"G4500910"
2018-07-02 14:00:00,30,63.04,2.1,66.67,878.5,678.5,224,"G4500910"
2018-07-02 15:00:00,30.6,60.91,1.5,300,856,763,166.5,"G4500910"
2018-07-02 16:00:00,31.4,59.19,1.8,310,723.5,698,165,"G4500910"
2018-07-02 17:00:00,24.75,97.02,3.77,204,296.5,173,179,"G4500910"
2018-07-02 18:00:00,26.33,84.65,1.9,90,42.5,1,42,"G4500910"
2018-07-02 19:00:00,27.8,79.37,0,0,12,0,12,"G4500910"
2018-07-02 20:00:00,25.6,96.49,0,106.67,4,2.5,4,"G4500910"
2018-07-02 21:00:00,25.6,96.49,0,0,0,0,0,"G4500910"
2018-07-02 22:00:00,25,96.48,1.5,160,0,0,0,"G4500910"
2018-07-02 23:00:00,24,98.24,0,0,0,0,0,"G4500910"
2018-07-03,23,100,0,0,0,0,0,"G4500910"
2018-07-03 01:00:00,23.9,100,1.5,70,0,0,0,"G4500910"
2018-07-03 02:00:00,23.3,100,0,93.33,0,0,0,"G4500910"
2018-07-03 03:00:00,22.67,96.08,0,90,0,0,0,"G4500910"
2018-07-03 04:00:00,22.8,100,1.86,154,0,0,0,"G4500910"
2018-07-03 05:00:00,22.65,100,0,3.33,0,0,0,"G4500910"
2018-07-03 06:00:00,22.2,100,0,0,5.5,24.5,5,"G4500910"
2018-07-03 07:00:00,25,90.3,0,0,105.5,317.5,50,"G4500910"
2018-07-03 08:00:00,26.1,90.38,0,26.67,289.5,566,84.5,"G4500910"
2018-07-03 09:00:00,28.3,82.34,0,33.33,487.5,696,105.5,"G4500910"
2018-07-03 10:00:00,30,72,2.6,40,670,766.5,122.5,"G4500910"
2018-07-03 11:00:00,30,69.87,2.6,90,813.5,794,142.5,"G4500910"
2018-07-03 12:00:00,31.1,61.39,1.5,40,888.5,762.5,176,"G4500910"
2018-07-03 13:00:00,31.7,59.34,0,13.33,870.5,643,242.5,"G4500910"
2018-07-03 14:00:00,32.2,55.61,1.5,33.33,885.5,680,228.5,"G4500910"
2018-07-03 15:00:00,33.9,52.43,3.1,360,762.5,545.5,271.5,"G4500910"
2018-07-03 16:00:00,31.85,59.34,2.35,345,559.5,311.5,306.5,"G4500910"
2018-07-03 17:00:00,30.42,72,0.75,15,118.5,4.5,115.5,"G4500910"
2018-07-03 18:00:00,28.15,72.13,2.85,185,201.5,126,142,"G4500910"
2018-07-03 19:00:00,23.65,93.54,4.9,180,105,74.5,85.5,"G4500910"
2018-07-03 20:00:00,23.03,96.42,3.93,233.33,32.5,32,29,"G4500910"
2018-07-03 21:00:00,22.7,100,1.68,286.67,0,0,0,"G4500910"
2018-07-03 22:00:00,22.2,100,1.5,90,0,0,0,"G4500910"
2018-07-03 23:00:00,22.2,100,0,116.67,0,0,0,"G4500910"
2018-07-04,22.2,100,1.5,350,0,0,0,"G4500910"
2018-07-04 01:00:00,22.2,96.99,0,113.33,0,0,0,"G4500910"
2018-07-04 02:00:00,21.7,100,0,3.33,0,0,0,"G4500910"
2018-07-04 03:00:00,22.2,100,0,26.67,0,0,0,"G4500910"
2018-07-04 04:00:00,22.8,96.42,0,73.33,0,0,0,"G4500910"
2018-07-04 05:00:00,22.8,96.42,0,0,0,0,0,"G4500910"
2018-07-04 06:00:00,22.2,100,1.5,20,4.5,12.5,4.5,"G4500910"
2018-07-04 07:00:00,24.4,88.74,1.5,20,96,219,57.5,"G4500910"
2018-07-04 08:00:00,26.1,84.59,2.1,50,272.5,453,107,"G4500910"
2018-07-04 09:00:00,27.2,71.93,3.1,60,475.5,630.5,129.5,"G4500910"
2018-07-04 10:00:00,29.4,69.76,3.6,30,661,731.5,139,"G4500910"
2018-07-04 11:00:00,29.4,65.25,4.6,50,726.5,614.5,209.5,"G4500910"
2018-07-04 12:00:00,30,65.38,3.1,60,588,270,337.5,"G4500910"
2018-07-04 13:00:00,29.4,65.25,3.6,60,616,287,336,"G4500910"
2018-07-04 14:00:00,30.6,59.08,3.6,70,609,294.5,325,"G4500910"
2018-07-04 15:00:00,31.7,53.49,4.1,40,772,624.5,209.5,"G4500910"
2018-07-04 16:00:00,31.7,51.87,3.6,60,758.5,772,143,"G4500910"
2018-07-04 17:00:00,31.1,53.66,2.6,100,588.5,695,136.5,"G4500910"
2018-07-04 18:00:00,30.6,56.94,2.1,70,361,452.5,143.5,"G4500910"
2018-07-04 19:00:00,26.7,87.23,2.1,130,124,168,70.5,"G4500910"
2018-07-04 20:00:00,25.6,93.09,0,83.33,23.5,47.5,19.5,"G4500910"
2018-07-04 21:00:00,25,93.62,0,113.33,0,0,0,"G4500910"
2018-07-04 22:00:00,25.6,84.53,2.1,120,0,0,0,"G4500910"
2018-07-04 23:00:00,24.4,93.6,0,43.33,0,0,0,"G4500910"
2018-07-05,23.9,96.45,1.5,100,0,0,0,"G4500910"
2018-07-05 01:00:00,23.9,96.45,0,0,0,0,0,"G4500910"
2018-07-05 02:00:00,23.3,100,1.5,30,0,0,0,"G4500910"
2018-07-05 03:00:00,23.3,100,0,0,0,0,0,"G4500910"
2018-07-05 04:00:00,23,94.12,0,0,0,0,0,"G4500910"
2018-07-05 05:00:00,22.8,100,1.5,10,0,0,0,"G4500910"
2018-07-05 06:00:00,23,94.12,0,0,4.5,18,4,"G4500910"
2018-07-05 07:00:00,24.4,93.6,2.1,40,97.5,281.5,49.5,"G4500910"
2018-07-05 08:00:00,25.6,87.13,2.1,50,273.5,503.5,88.5,"G4500910"
2018-07-05 09:00:00,26.35,81.65,1.4,195,486,707,99,"G4500910"
2018-07-05 10:00:00,27.2,76.92,2.6,50,598.5,628.5,153,"G4500910"
2018-07-05 11:00:00,28.9,69.66,3.1,110,679.5,461,288.5,"G4500910"
2018-07-05 12:00:00,29.4,65.25,0,53.33,786.5,475,342.5,"G4500910"
2018-07-05 13:00:00,30.6,56.94,1.5,93.33,872,616.5,270.5,"G4500910"
2018-07-05 14:00:00,30.6,56.94,2.6,20,840,568.5,290.5,"G4500910"
2018-07-05 15:00:00,31.1,51.71,2.6,50,717,421,339.5,"G4500910"
2018-07-05 16:00:00,31.7,51.87,2.1,70,722,685.5,176.5,"G4500910"
2018-07-05 17:00:00,31.1,53.66,2.1,110,556,593,170,"G4500910"
2018-07-05 18:00:00,31.1,57.42,1.5,60,383,542,126,"G4500910"
2018-07-05 19:00:00,30,63.04,0,20,192,361.5,86.5,"G4500910"
2018-07-05 20:00:00,26.7,74.08,2.6,140,35.5,56,28.5,"G4500910"
2018-07-05 21:00:00,25,84.47,0,110,0,0,0,"G4500910"
2018-07-05 22:00:00,24.4,87.55,0,160,0,0,0,"G4500910"
2018-07-05 23:00:00,23.3,93.54,0,0,0,0,0,"G4500910"
2018-07-06,22.8,93.52,0,60,0,0,0,"G4500910"
2018-07-06 01:00:00,22.8,93.52,0,0,0,0,0,"G4500910"
2018-07-06 02:00:00,22.33,98.04,0,76.67,0,0,0,"G4500910"
2018-07-06 03:00:00,22.2,96.99,0,76.67,0,0,0,"G4500910"
2018-07-06 04:00:00,21.7,100,0,0,0,0,0,"G4500910"
2018-07-06 05:00:00,21.7,96.39,0,0,0,0,0,"G4500910"
2018-07-06 06:00:00,21.7,100,0,0,4.5,17,4,"G4500910"
2018-07-06 07:00:00,23.9,93.57,0,0,101,294.5,50,"G4500910"
2018-07-06 08:00:00,26.1,82.07,3.1,260,283,551,85.5,"G4500910"
2018-07-06 09:00:00,27.2,76.92,3.1,240,480.5,686,106.5,"G4500910"
2018-07-06 10:00:00,28.3,74.35,3.1,280,663,761,122,"G4500910"
2018-07-06 11:00:00,30,67.39,3.1,260,811,804,132.5,"G4500910"
2018-07-06 12:00:00,30.6,60.91,2.1,260,912.5,824.5,142.5,"G4500910"
2018-07-06 13:00:00,31.1,61.39,3.1,160,957.5,826.5,151.5,"G4500910"
2018-07-06 14:00:00,30.6,60.91,2.6,190,907,728.5,203,"G4500910"
2018-07-06 15:00:00,31.7,59.34,2.6,210,662,347.5,347,"G4500910"
2018-07-06 16:00:00,31.88,55.34,2.3,270,665,548.5,226.5,"G4500910"
2018-07-06 17:00:00,23.2,93.49,4.82,260,199.5,60,158.5,"G4500910"
2018-07-06 18:00:00,22.4,96.99,3.23,150,28,0,28,"G4500910"
2018-07-06 19:00:00,22.15,100,0.75,175,10.5,0,10.5,"G4500910"
2018-07-06 20:00:00,22.2,100,1.57,180,3.5,0.5,3.5,"G4500910"
2018-07-06 21:00:00,22.2,100,0,23.33,0,0,0,"G4500910"
2018-07-06 22:00:00,22.2,100,0,120,0,0,0,"G4500910"
2018-07-06 23:00:00,22,94.07,0,6.67,0,0,0,"G4500910"
2018-07-07,21.67,96.05,0,0,0,0,0,"G4500910"
2018-07-07 01:00:00,21,96.02,0,0,0,0,0,"G4500910"
2018-07-07 02:00:00,21.1,100,0,0,0,0,0,"G4500910"
2018-07-07 03:00:00,20.6,100,0,0,0,0,0,"G4500910"
2018-07-07 04:00:00,20.6,100,1.5,360,0,0,0,"G4500910"
2018-07-07 05:00:00,20.6,100,1.5,350,0,0,0,"G4500910"
2018-07-07 06:00:00,20.6,100,2.1,10,4,14.5,4,"G4500910"
2018-07-07 07:00:00,21.62,100,3.48,32.5,97.5,261.5,53,"G4500910"
2018-07-07 08:00:00,22.8,93.52,3.6,50,273,496.5,95.5,"G4500910"
2018-07-07 09:00:00,23.3,93.54,3.35,50,203.5,146,127,"G4500910"
2018-07-07 10:00:00,24.15,87.55,2.55,55,154,39,128,"G4500910"
2018-07-07 11:00:00,25,84.47,3.1,30,192,7,186,"G4500910"
2018-07-07 12:00:00,26.05,85.19,3.6,40,260,13,248,"G4500910"
2018-07-07 13:00:00,26.8,79.21,3.6,60,556,194,366,"G4500910"
2018-07-07 14:00:00,24.17,93.6,3.43,45,278,71,208.5,"G4500910"
2018-07-07 15:00:00,24.8,90.81,3.97,36.67,282,33.5,251,"G4500910"
2018-07-07 16:00:00,23.9,87.51,6.2,30,275,20,259,"G4500910"
2018-07-07 17:00:00,23.9,87.51,5.7,10,234.5,31,214,"G4500910"
2018-07-07 18:00:00,22.9,90.14,5.1,35,97.5,1.5,96.5,"G4500910"
2018-07-07 19:00:00,22.8,90.14,4.6,30,14.5,0,14.5,"G4500910"
2018-07-07 20:00:00,22.87,84.23,3.27,50,3.5,0,3.5,"G4500910"
2018-07-07 21:00:00,22.8,87.41,2.6,30,0,0,0,"G4500910"
2018-07-07 22:00:00,21.95,90.06,3.6,30,0,0,0,"G4500910"
2018-07-07 23:00:00,21.7,86.77,2.6,40,0,0,0,"G4500910"
2018-07-08,21.7,84.11,3.1,30,0,0,0,"G4500910"
2018-07-08 01:00:00,21.1,83.01,3.6,30,0,0,0,"G4500910"
2018-07-08 02:00:00,21.1,87.26,2.6,50,0,0,0,"G4500910"
2018-07-08 03:00:00,21.1,87.26,2.6,30,0,0,0,"G4500910"
2018-07-08 04:00:00,20.6,83.98,3.6,40,0,0,0,"G4500910"
2018-07-08 05:00:00,20,83.91,3.6,40,0,0,0,"G4500910"
2018-07-08 06:00:00,19.4,81.21,4.1,40,4,16.5,4,"G4500910"
2018-07-08 07:00:00,20,75.78,5.1,30,99.5,301.5,48.5,"G4500910"
2018-07-08 08:00:00,21.1,68.13,7.2,30,283,567.5,80.5,"G4500910"
2018-07-08 09:00:00,22.2,63.7,7.2,30,484.5,712,97.5,"G4500910"
2018-07-08 10:00:00,23.3,60.51,4.1,30,674,803,104.5,"G4500910"
2018-07-08 11:00:00,24.4,55.84,3.1,20,831,858,108.5,"G4500910"
2018-07-08 12:00:00,25,51.47,4.1,360,941,890,110.5,"G4500910"
2018-07-08 13:00:00,25.6,51.92,3.6,30,994.5,907,110.5,"G4500910"
2018-07-08 14:00:00,26.7,45.8,4.1,30,987,913,106,"G4500910"
2018-07-08 15:00:00,27.2,45.44,4.1,30,917,900.5,103,"G4500910"
2018-07-08 16:00:00,28.3,42.62,3.1,360,791.5,871,98,"G4500910"
2018-07-08 17:00:00,28.3,46.04,2.6,350,623.5,820,91.5,"G4500910"
2018-07-08 18:00:00,27.8,48.15,2.6,340,425.5,733,78.5,"G4500910"
2018-07-08 19:00:00,26.7,58.15,2.1,40,222,574,60.5,"G4500910"
2018-07-08 20:00:00,22.8,75.75,0,0,51.5,237,26.5,"G4500910"
2018-07-08 21:00:00,21.7,81,0,0,0,0,0,"G4500910"
2018-07-08 22:00:00,20.6,89.98,0,3.33,0,0,0,"G4500910"
2018-07-08 23:00:00,20,93.38,2.1,10,0,0,0,"G4500910"
2018-07-09,20,89.94,1.5,10,0,0,0,"G4500910"
2018-07-09 01:00:00,19.4,90.46,1.5,350,0,0,0,"G4500910"
2018-07-09 02:00:00,18.9,87.05,1.5,10,0,0,0,"G4500910"
2018-07-09 03:00:00,17.8,93.27,0,16.67,0,0,0,"G4500910"
2018-07-09 04:00:00,17.2,93.24,0,10,0,0,0,"G4500910"
2018-07-09 05:00:00,16.7,89.69,2.1,20,0,0,0,"G4500910"
2018-07-09 06:00:00,17.2,90.31,2.1,10,4.5,27,4,"G4500910"
2018-07-09 07:00:00,18.9,81.15,2.1,10,105,372,43.5,"G4500910"
2018-07-09 08:00:00,21.7,70.47,2.1,20,295,628.5,72.5,"G4500910"
2018-07-09 09:00:00,23.9,61.67,0,30,499.5,758,89,"G4500910"
2018-07-09 10:00:00,25,57.74,1.5,50,690,833.5,100,"G4500910"
2018-07-09 11:00:00,26.7,52.2,1.71,16.67,846.5,880,106,"G4500910"
2018-07-09 12:00:00,27.8,48.94,2.1,50,955.5,909,108.5,"G4500910"
2018-07-09 13:00:00,28.3,47.25,1.5,20,1008,922,110,"G4500910"
2018-07-09 14:00:00,29.4,46.44,2.1,50,998.5,921.5,110,"G4500910"
2018-07-09 15:00:00,30,44.77,2.23,56.67,927,909,106,"G4500910"
2018-07-09 16:00:00,30,44.77,2.1,350,801,881,99.5,"G4500910"
2018-07-09 17:00:00,30.6,44.65,3.1,360,631,832,91.5,"G4500910"
2018-07-09 18:00:00,30,45.72,1.5,350,431.5,745.5,79,"G4500910"
2018-07-09 19:00:00,27.8,47.7,0,0,225,587,60,"G4500910"
2018-07-09 20:00:00,23.9,68.45,0,0,52,244,26.5,"G4500910"
2018-07-09 21:00:00,22.8,76.88,0,0,0,0,0,"G4500910"
2018-07-09 22:00:00,22.2,84.99,0,80,0,0,0,"G4500910"
2018-07-09 23:00:00,21.7,90.06,0,83.33,0,0,0,"G4500910"
2018-07-10,20.6,92.83,0,256.67,0,0,0,"G4500910"
2018-07-10 01:00:00,20,96.34,0,180,0,0,0,"G4500910"
2018-07-10 02:00:00,20,96.34,0,276.67,0,0,0,"G4500910"
2018-07-10 03:00:00,20,93.38,0,190,0,0,0,"G4500910"
2018-07-10 04:00:00,18.9,96.31,0,0,0,0,0,"G4500910"
2018-07-10 05:00:00,19.4,93.35,0,0,0,0,0,"G4500910"
2018-07-10 06:00:00,19.4,96.93,0,340,4.5,28.5,4,"G4500910"
2018-07-10 07:00:00,22.2,84.16,2.6,350,105.5,387,42.5,"G4500910"
2018-07-10 08:00:00,25,71.09,1.5,120,296.5,641.5,70.5,"G4500910"
2018-07-10 09:00:00,27.2,60.5,3.1,340,478,673.5,114,"G4500910"
2018-07-10 10:00:00,28.9,51.14,4.1,30,689.5,833.5,100,"G4500910"
2018-07-10 11:00:00,30,43.09,4.1,10,844,872.5,110.5,"G4500910"
2018-07-10 12:00:00,30.6,44.65,2.6,40,950,895,116,"G4500910"
2018-07-10 13:00:00,30.6,44.65,3.1,360,998.5,903.5,119,"G4500910"
2018-07-10 14:00:00,31.1,46.51,2.6,230,985.5,897.5,120,"G4500910"
2018-07-10 15:00:00,31.7,43.56,3.1,310,913,879.5,118.5,"G4500910"
2018-07-10 16:00:00,31.7,48.15,2.1,0,785.5,846,112.5,"G4500910"
2018-07-10 17:00:00,31.7,43.56,2.1,310,615,789,103,"G4500910"
2018-07-10 18:00:00,31.1,49.82,2.1,280,417.5,694,89.5,"G4500910"
2018-07-10 19:00:00,28.9,58.68,1.5,240,215,527.5,66.5,"G4500910"
2018-07-10 20:00:00,26.7,71.4,0,183.33,48,197,27,"G4500910"
2018-07-10 21:00:00,25.6,73.89,0,160,0,0,0,"G4500910"
2018-07-10 22:00:00,25,76.58,0,0,0,0,0,"G4500910"
2018-07-10 23:00:00,23.9,78.81,0,246.67,0,0,0,"G4500910"
2018-07-11,22.8,87.41,0,246.67,0,0,0,"G4500910"
2018-07-11 01:00:00,22.8,84.23,1.5,250,0,0,0,"G4500910"
2018-07-11 02:00:00,21.7,90.06,0,265,0,0,0,"G4500910"
2018-07-11 03:00:00,21.1,93.44,0,86.67,0,0,0,"G4500910"
2018-07-11 04:00:00,20.6,96.36,0,73.33,0,0,0,"G4500910"
2018-07-11 05:00:00,20.6,96.36,0,0,0,0,0,"G4500910"
2018-07-11 06:00:00,20.6,96.36,0,0,4,21.5,4,"G4500910"
2018-07-11 07:00:00,23.3,87.46,0,120,99.5,335,45,"G4500910"
2018-07-11 08:00:00,26.7,74.08,0,6.67,284,592.5,75.5,"G4500910"
2018-07-11 09:00:00,28.9,67.17,2.1,40,484.5,724,94,"G4500910"
2018-07-11 10:00:00,30,61.14,2.1,70,668,787,112.5,"G4500910"
2018-07-11 11:00:00,31.7,53.49,2.6,80,810,791.5,145.5,"G4500910"
2018-07-11 12:00:00,32.2,46.81,2.1,0,914.5,820,151,"G4500910"
2018-07-11 13:00:00,32.8,39.41,2.1,310,963,829.5,156,"G4500910"
2018-07-11 14:00:00,32.8,43.86,0,26.67,948,814,163.5,"G4500910"
2018-07-11 15:00:00,33.9,44.16,1.5,96.67,880,803,155,"G4500910"
2018-07-11 16:00:00,33.3,45.67,2.1,240,757.5,772,143.5,"G4500910"
2018-07-11 17:00:00,32.8,50.26,2.1,280,592,711,131,"G4500910"
2018-07-11 18:00:00,32.2,51.99,1.5,280,399,605.5,113,"G4500910"
2018-07-11 19:00:00,30,65.38,0,96.67,202,424.5,82,"G4500910"
2018-07-11 20:00:00,27.8,76.55,0,0,32,64,24,"G4500910"
2018-07-11 21:00:00,26.1,84.59,0,0,0,0,0,"G4500910"
2018-07-11 22:00:00,25.6,87.13,0,0,0,0,0,"G4500910"
2018-07-11 23:00:00,25.6,84.53,0,340,0,0,0,"G4500910"
2018-07-12,24.4,87.55,0,230,0,0,0,"G4500910"
2018-07-12 01:00:00,23.3,93.54,0,10,0,0,0,"G4500910"
2018-07-12 02:00:00,22.8,96.42,2.6,340,0,0,0,"G4500910"
2018-07-12 03:00:00,22.8,96.42,0,120,0,0,0,"G4500910"
2018-07-12 04:00:00,22.2,100,0,126.67,0,0,0,"G4500910"
2018-07-12 05:00:00,22.2,96.99,0,10,0,0,0,"G4500910"
2018-07-12 06:00:00,22.8,96.42,0,0,2,2,2,"G4500910"
2018-07-12 07:00:00,23.9,90.22,0,116.67,44.5,34.5,39.5,"G4500910"
2018-07-12 08:00:00,25,87.61,0,133.33,143.5,56,122,"G4500910"
2018-07-12 09:00:00,28.3,72.13,2.6,10,404.5,400,185.5,"G4500910"
2018-07-12 10:00:00,30,67.39,3.1,30,629.5,655.5,168,"G4500910"
2018-07-12 11:00:00,30.6,65.11,2.1,146.67,730,570.5,254,"G4500910"
2018-07-12 12:00:00,31.7,61.16,0,13.33,845,636,252,"G4500910"
2018-07-12 13:00:00,32.8,55.76,0,10,913,720.5,212.5,"G4500910"
2018-07-12 14:00:00,32.87,59.34,2.6,323.33,717.5,354,377,"G4500910"
2018-07-12 15:00:00,26.4,71.74,6.2,160,412.5,86.5,334,"G4500910"
2018-07-12 16:00:00,26.13,71.4,1.4,120,359.5,122,266,"G4500910"
2018-07-12 17:00:00,28.3,72.13,1.5,220,510.5,427.5,236,"G4500910"
2018-07-12 18:00:00,27.8,76.55,2.1,120,384.5,523,137.5,"G4500910"
2018-07-12 19:00:00,26.1,84.59,1.5,100,189,336,94,"G4500910"
2018-07-12 20:00:00,25,93.62,2.1,90,39.5,92.5,29.5,"G4500910"
2018-07-12 21:00:00,25,93.62,2.1,200,0,0,0,"G4500910"
2018-07-12 22:00:00,24.4,97.04,3.6,10,0,0,0,"G4500910"
2018-07-12 23:00:00,24.4,93.6,2.1,70,0,0,0,"G4500910"
2018-07-13,24.4,93.6,2.6,56.67,0,0,0,"G4500910"
2018-07-13 01:00:00,24.4,93.6,1.5,140,0,0,0,"G4500910"
2018-07-13 02:00:00,23.9,93.57,0,0,0,0,0,"G4500910"
2018-07-13 03:00:00,23.9,93.57,1.5,20,0,0,0,"G4500910"
2018-07-13 04:00:00,23.3,97.02,3.1,10,0,0,0,"G4500910"
2018-07-13 05:00:00,23.2,97.02,2.93,20,0,0,0,"G4500910"
2018-07-13 06:00:00,23.3,97.02,2.1,40,1,1,1,"G4500910"
2018-07-13 07:00:00,23.9,93.57,2.1,40,8.5,0,8.5,"G4500910"
2018-07-13 08:00:00,23.9,93.57,2.6,30,74.5,26,64.5,"G4500910"
2018-07-13 09:00:00,25.9,84.59,3.27,43.33,374,335.5,198.5,"G4500910"
2018-07-13 10:00:00,26.15,81.65,3.35,35,378,100,308,"G4500910"
2018-07-13 11:00:00,26.7,81.65,2.6,60,406,62,354,"G4500910"
2018-07-13 12:00:00,27.5,79.28,3.35,70,484,83,406.5,"G4500910"
2018-07-13 13:00:00,27.5,74.26,4.1,65,609,152,461,"G4500910"
2018-07-13 14:00:00,27.8,71.6,4.1,70,632.5,181.5,458.5,"G4500910"
2018-07-13 15:00:00,27.97,71.6,3.6,80,635.5,229,428.5,"G4500910"
2018-07-13 16:00:00,28.3,69.55,3.1,100,549,284,328,"G4500910"
2018-07-13 17:00:00,28.3,72.13,3.6,110,453.5,305.5,255.5,"G4500910"
2018-07-13 18:00:00,27.8,71.6,4.1,80,342.5,347,181.5,"G4500910"
2018-07-13 19:00:00,26.7,76.38,2.6,70,183.5,257,111,"G4500910"
2018-07-13 20:00:00,25.6,79.06,1.5,80,35.5,59,29,"G4500910"
2018-07-13 21:00:00,24.4,87.55,0,36.67,0,0,0,"G4500910"
2018-07-13 22:00:00,22.8,96.42,0,0,0,0,0,"G4500910"
2018-07-13 23:00:00,22.8,96.42,1.5,40,0,0,0,"G4500910"
2018-07-14,22.8,96.42,2.1,50,0,0,0,"G4500910"
2018-07-14 01:00:00,22.8,96.42,0,116.67,0,0,0,"G4500910"
2018-07-14 02:00:00,22.8,96.42,0,13.33,0,0,0,"G4500910"
2018-07-14 03:00:00,22.8,96.42,0,0,0,0,0,"G4500910"
2018-07-14 04:00:00,22.8,93.52,1.5,40,0,0,0,"G4500910"
2018-07-14 05:00:00,22.2,96.99,1.5,30,0,0,0,"G4500910"
2018-07-14 06:00:00,22.2,96.99,1.5,50,0.5,0,0.5,"G4500910"
2018-07-14 07:00:00,22.8,93.52,1.5,30,9.5,0,9.5,"G4500910"
2018-07-14 08:00:00,23.3,90.73,1.5,100,47,0,47,"G4500910"
2018-07-14 09:00:00,25,87.61,1.5,76.67,196,23,183,"G4500910"
2018-07-14 10:00:00,26.1,79.13,1.5,110,219,15.5,208,"G4500910"
2018-07-14 11:00:00,26.7,74.08,2.1,80,301,23.5,281,"G4500910"
2018-07-14 12:00:00,28.3,65.02,2.1,100,486,68,422.5,"G4500910"
2018-07-14 13:00:00,29.4,59.16,0,150,606.5,142.5,468,"G4500910"
2018-07-14 14:00:00,30,58.94,2.6,50,715.5,259.5,466.5,"G4500910"
2018-07-14 15:00:00,29.4,57,2.6,50,782.5,576,263.5,"G4500910"
2018-07-14 16:00:00,28.9,67.17,2.6,50,365.5,159,236,"G4500910"
2018-07-14 17:00:00,28.3,65.02,1.5,70,256,65,216.5,"G4500910"
2018-07-14 18:00:00,28.3,65.02,0,30,283.5,214,183.5,"G4500910"
2018-07-14 19:00:00,27.2,67.24,0,0,102,62,82,"G4500910"
2018-07-14 20:00:00,25.6,84.53,0,0,16.5,2.5,16,"G4500910"
2018-07-14 21:00:00,25,84.47,0,0,0,0,0,"G4500910"
2018-07-14 22:00:00,25,87.61,1.5,10,0,0,0,"G4500910"
2018-07-14 23:00:00,25,87.61,0,0,0,0,0,"G4500910"
2018-07-15,23.9,93.57,1.5,140,0,0,0,"G4500910"
2018-07-15 01:00:00,22.8,96.42,0,0,0,0,0,"G4500910"
2018-07-15 02:00:00,22.8,96.42,0,0,0,0,0,"G4500910"
2018-07-15 03:00:00,22.8,93.52,0,146.67,0,0,0,"G4500910"
2018-07-15 04:00:00,23.3,93.54,2.1,200,0,0,0,"G4500910"
