"date_time","Dry.Bulb.Temperature...C.","Relative.Humidity....","Wind.Speed..m.s.","Wind.Direction..Deg.","Global.Horizontal.Radiation..W.m2.","Direct.Normal.Radiation..W.m2.","Diffuse.Horizontal.Radiation..W.m2.","county_code"
2018-07-29 07:00:00,23.99,86.52,0.26,33.33,73,167,48,"G4500510"
2018-07-29 08:00:00,25.51,83.68,0.15,22,247,408.5,109.5,"G4500510"
2018-07-29 09:00:00,27.72,75.61,0.14,31.82,439,546,151.5,"G4500510"
2018-07-29 10:00:00,28.95,70.1,1.19,113.08,611.5,608,189.5,"G4500510"
2018-07-29 11:00:00,29.69,66.72,1.58,106.67,730.5,588.5,242,"G4500510"
2018-07-29 12:00:00,30.59,63.94,2.13,124.29,760.5,452,346.5,"G4500510"
2018-07-29 13:00:00,31.54,59.13,2.57,133.33,551.5,130.5,426,"G4500510"
2018-07-29 14:00:00,30.09,61.93,3.56,166.67,90.5,0,90.5,"G4500510"
2018-07-29 15:00:00,23.25,74.28,3.44,203.08,74,0,74,"G4500510"
2018-07-29 16:00:00,23.88,86.63,1.06,68.57,75.5,0,75.5,"G4500510"
2018-07-29 17:00:00,24.54,85.95,0.51,54,40.5,0,40.5,"G4500510"
2018-07-29 18:00:00,24.02,92.07,0.7,78.57,21,0,21,"G4500510"
2018-07-29 19:00:00,23.99,93.37,1.33,93.33,14,0,14,"G4500510"
2018-07-29 20:00:00,23.69,95.4,2.01,144.55,3,0,3,"G4500510"
2018-07-29 21:00:00,22.98,95.67,2.2,171.82,0,0,0,"G4500510"
2018-07-29 22:00:00,22.97,94.48,0.79,63.08,0,0,0,"G4500510"
2018-07-29 23:00:00,22.97,94.25,0,0,0,0,0,"G4500510"
2018-07-30,22.94,94.48,0.67,65.62,0,0,0,"G4500510"
2018-07-30 01:00:00,22.96,94,0.26,37.86,0,0,0,"G4500510"
2018-07-30 02:00:00,22.97,94.03,0,0,0,0,0,"G4500510"
2018-07-30 03:00:00,22.98,94.07,0,0,0,0,0,"G4500510"
2018-07-30 04:00:00,22.96,94.01,0,0,0,0,0,"G4500510"
2018-07-30 05:00:00,22.98,94.07,0,0,0,0,0,"G4500510"
2018-07-30 06:00:00,22.98,94.06,0,0,0,0,0,"G4500510"
2018-07-30 07:00:00,23.01,94.02,0,0,15,1.5,15,"G4500510"
2018-07-30 08:00:00,23.43,93.09,0,0,171.5,189,108,"G4500510"
2018-07-30 09:00:00,24.45,87.91,0.43,29.09,370.5,333.5,190,"G4500510"
2018-07-30 10:00:00,26.27,81.5,0.44,53.57,501.5,336,272,"G4500510"
2018-07-30 11:00:00,27.12,76.53,2.77,187.5,434,106.5,347,"G4500510"
2018-07-30 12:00:00,28.36,69.81,0.58,97.5,613,279,358.5,"G4500510"
2018-07-30 13:00:00,29.58,64.97,2.01,196.25,642,303.5,351,"G4500510"
2018-07-30 14:00:00,28.38,72.65,3.14,213,386,50.5,338,"G4500510"
2018-07-30 15:00:00,26.43,85.96,1.58,103.57,645.5,285.5,394.5,"G4500510"
2018-07-30 16:00:00,28.22,77.99,2.14,136.15,581,330.5,328.5,"G4500510"
2018-07-30 17:00:00,29.2,71.13,1.16,77.27,473.5,396,230.5,"G4500510"
2018-07-30 18:00:00,28.99,71.97,1.71,111.82,297.5,328,154,"G4500510"
2018-07-30 19:00:00,28.52,74.1,1.76,118.18,143,246.5,84,"G4500510"
2018-07-30 20:00:00,27.48,79.24,1.54,119.17,18,40.5,15,"G4500510"
2018-07-30 21:00:00,26.43,83.35,2.49,136.15,0,0,0,"G4500510"
2018-07-30 22:00:00,25.23,80.35,0.24,21.54,0,0,0,"G4500510"
2018-07-30 23:00:00,24.57,85.77,0.12,10.77,0,0,0,"G4500510"
2018-07-31,24.03,91.77,0.24,20.77,0,0,0,"G4500510"
2018-07-31 01:00:00,24.03,93.9,0.24,19.23,0,0,0,"G4500510"
2018-07-31 02:00:00,24.03,93.9,0,0,0,0,0,"G4500510"
2018-07-31 03:00:00,23.99,94.12,0,0,0,0,0,"G4500510"
2018-07-31 04:00:00,23.98,94.05,0,0,0,0,0,"G4500510"
2018-07-31 05:00:00,23.99,94.12,0.24,23.85,0,0,0,"G4500510"
2018-07-31 06:00:00,23.98,94.05,0.74,70.62,0.5,1.5,0.5,"G4500510"
2018-07-31 07:00:00,24.03,94.12,1.62,159.23,55,82,44,"G4500510"
2018-07-31 08:00:00,24.71,90.13,1.36,135,202.5,271.5,115.5,"G4500510"
2018-07-31 09:00:00,25.73,84.83,2.76,180,204.5,80.5,166,"G4500510"
2018-07-31 10:00:00,26.01,83.68,2.69,181.54,195,6.5,190,"G4500510"
2018-07-31 11:00:00,26.94,79.4,3.43,191.33,353.5,42.5,318,"G4500510"
2018-07-31 12:00:00,27.43,74.14,3.53,189.29,330.5,26,307,"G4500510"
2018-07-31 13:00:00,28.22,73.36,3.4,174.62,354.5,55,301.5,"G4500510"
2018-07-31 14:00:00,29.55,64.95,3.95,180,636.5,181,465.5,"G4500510"
2018-07-31 15:00:00,29.8,63.48,4.63,176.15,496,134.5,376,"G4500510"
2018-07-31 16:00:00,27.39,81.15,4,186.92,66.5,0,66.5,"G4500510"
2018-07-31 17:00:00,26.02,90.66,4.02,191.88,134.5,48,107,"G4500510"
2018-07-31 18:00:00,26.81,85.68,2.79,187.14,234,165,160.5,"G4500510"
2018-07-31 19:00:00,26.39,86.75,2.69,186.15,58,9,55.5,"G4500510"
2018-07-31 20:00:00,25.77,83.65,2.53,180,10,5,10,"G4500510"
2018-07-31 21:00:00,24.65,90.54,2.1,172.31,0,0,0,"G4500510"
2018-07-31 22:00:00,23.99,90.02,2.26,175.38,0,0,0,"G4500510"
2018-07-31 23:00:00,24.07,93.15,1.28,126.25,0,0,0,"G4500510"
2018-07-01,25.6,87.13,1.5,140,0,0,0,"G4500070"
2018-07-01 01:00:00,25,90.3,0,0,0,0,0,"G4500070"
2018-07-01 02:00:00,25,90.3,2.1,80,0,0,0,"G4500070"
2018-07-01 03:00:00,24.4,93.6,0,0,0,0,0,"G4500070"
2018-07-01 04:00:00,23.9,93.57,0,13.08,0,0,0,"G4500070"
2018-07-01 05:00:00,24.4,93.6,0.75,120,0,0,0,"G4500070"
2018-07-01 06:00:00,24.15,93.6,0,0,12.5,50,10,"G4500070"
2018-07-01 07:00:00,26.1,90.38,0,0,133,369.5,57,"G4500070"
2018-07-01 08:00:00,27.5,81.78,0,32.86,298,495.5,106,"G4500070"
2018-07-01 09:00:00,30,67.39,0,22.67,518,714,105,"G4500070"
2018-07-01 10:00:00,31.1,59.19,0,59.29,696.5,784.5,116.5,"G4500070"
2018-07-01 11:00:00,31.1,59.19,1.5,220,838,824,125.5,"G4500070"
2018-07-01 12:00:00,32.8,55.76,2.1,110.83,739,458.5,304.5,"G4500070"
2018-07-01 13:00:00,33.3,52.28,3.1,110,697,348,356,"G4500070"
2018-07-01 14:00:00,33.3,50.7,1.5,119.09,828.5,554,296,"G4500070"
2018-07-01 15:00:00,33.3,52.28,2.6,118.46,718,462,308.5,"G4500070"
2018-07-01 16:00:00,33.17,63.28,4.38,177.5,653.5,583,202.5,"G4500070"
2018-07-01 17:00:00,29.15,74.45,6.15,175,278.5,110.5,209.5,"G4500070"
2018-07-01 18:00:00,29.4,74.53,5.1,160,161,60.5,136.5,"G4500070"
2018-07-01 19:00:00,28.9,76.72,3.6,170,150.5,304.5,77.5,"G4500070"
2018-07-01 20:00:00,27.8,81.78,1.5,170,27.5,78,20.5,"G4500070"
2018-07-01 21:00:00,27.2,84.71,2.1,170,0,0,0,"G4500070"
2018-07-01 22:00:00,26.7,90.42,2.1,140,0,0,0,"G4500070"
2018-07-01 23:00:00,26.1,90.38,1.5,140,0,0,0,"G4500070"
2018-07-02,26.1,90.38,2.1,170,0,0,0,"G4500070"
2018-07-02 01:00:00,25.6,90.34,0,0,0,0,0,"G4500070"
2018-07-02 02:00:00,25.6,90.34,0,24.62,0,0,0,"G4500070"
2018-07-02 03:00:00,25,90.3,0,177.69,0,0,0,"G4500070"
2018-07-02 04:00:00,23.9,96.45,0,57.5,0,0,0,"G4500070"
2018-07-02 05:00:00,24.4,93.6,0,17.69,0,0,0,"G4500070"
2018-07-02 06:00:00,25,93.62,0,0,8.5,9,8,"G4500070"
2018-07-02 07:00:00,25.6,90.34,0,0,82,68.5,67.5,"G4500070"
2018-07-02 08:00:00,27.2,84.71,0,0,288,427,116.5,"G4500070"
2018-07-02 09:00:00,28.05,77.09,0,0,479,550.5,160,"G4500070"
2018-07-02 10:00:00,29.8,69.87,0.5,90,582.5,398,288.5,"G4500070"
2018-07-02 11:00:00,31.1,63.28,2.1,180,725,472.5,312.5,"G4500070"
2018-07-02 12:00:00,32.2,57.68,0,140,852,613.5,270,"G4500070"
2018-07-02 13:00:00,32.2,55.61,2.1,200,885,620.5,277.5,"G4500070"
2018-07-02 14:00:00,32.8,53.76,0,94.17,889,678,238.5,"G4500070"
2018-07-02 15:00:00,33.9,50.55,2.1,105,787,596.5,256,"G4500070"
2018-07-02 16:00:00,33.9,49.03,0,147.5,697,660,187.5,"G4500070"
2018-07-02 17:00:00,33.9,49.03,2.6,180,565.5,707.5,124.5,"G4500070"
2018-07-02 18:00:00,33.3,50.7,1.5,71.54,372.5,607.5,102.5,"G4500070"
2018-07-02 19:00:00,32.8,55.76,1.5,200,179,425.5,71,"G4500070"
2018-07-02 20:00:00,29.4,74.53,0,83.33,31.5,115,21.5,"G4500070"
2018-07-02 21:00:00,28.3,77.09,2.6,150,0,0,0,"G4500070"
2018-07-02 22:00:00,27.2,84.71,2.1,180,0,0,0,"G4500070"
2018-07-02 23:00:00,27.2,82.2,0,66.67,0,0,0,"G4500070"
2018-07-03,26.1,84.59,0,66.92,0,0,0,"G4500070"
2018-07-03 01:00:00,26.1,84.59,0,76.92,0,0,0,"G4500070"
2018-07-03 02:00:00,25.6,87.13,0,0,0,0,0,"G4500070"
2018-07-03 03:00:00,25,90.3,0,53.08,0,0,0,"G4500070"
2018-07-03 04:00:00,23.9,93.57,0,28.46,0,0,0,"G4500070"
2018-07-03 05:00:00,24.4,90.81,0,50.77,0,0,0,"G4500070"
2018-07-03 06:00:00,24.4,90.81,0,0,11,38.5,9,"G4500070"
2018-07-03 07:00:00,25.6,90.34,0,90.77,127.5,317.5,62.5,"G4500070"
2018-07-03 08:00:00,28.3,82.34,0,110,266.5,372,115,"G4500070"
2018-07-03 09:00:00,29.4,77.25,1.5,12.31,489.5,610,140.5,"G4500070"
2018-07-03 10:00:00,31.7,65.34,0,71.54,689,741.5,141.5,"G4500070"
2018-07-03 11:00:00,32.2,63.52,3.6,120,818.5,756,166,"G4500070"
2018-07-03 12:00:00,33.3,52.28,3.6,70,800,592,237.5,"G4500070"
2018-07-03 13:00:00,34.4,49.16,5.1,60,856.5,588,281,"G4500070"
2018-07-03 14:00:00,34.4,45.96,5.7,90,899.5,706,222.5,"G4500070"
2018-07-03 15:00:00,34.4,45.96,6.7,50,846.5,757.5,172.5,"G4500070"
2018-07-03 16:00:00,35,46.12,6.7,70,658,565.5,220.5,"G4500070"
2018-07-03 17:00:00,34.4,44.57,5.1,80,542.5,625.5,154.5,"G4500070"
2018-07-03 18:00:00,31.1,63.28,2.6,150,262,317.5,112.5,"G4500070"
2018-07-03 19:00:00,27.2,87.8,4.6,130,11,1,11,"G4500070"
2018-07-03 20:00:00,26.7,81.65,2.1,150,14.5,22.5,13,"G4500070"
2018-07-03 21:00:00,25.6,81.51,2.6,130,0,0,0,"G4500070"
2018-07-03 22:00:00,25.6,84.53,2.6,110,0,0,0,"G4500070"
2018-07-03 23:00:00,25,84.47,1.5,80,0,0,0,"G4500070"
2018-07-04,24.4,90.81,2.1,50,0,0,0,"G4500070"
2018-07-04 01:00:00,23.9,90.22,2.1,20,0,0,0,"G4500070"
2018-07-04 02:00:00,23.9,93.57,2.6,20,0,0,0,"G4500070"
2018-07-04 03:00:00,23.9,90.22,2.6,30,0,0,0,"G4500070"
2018-07-04 04:00:00,23.9,90.22,3.1,40,0,0,0,"G4500070"
2018-07-04 05:00:00,23.9,90.22,4.6,30,0,0,0,"G4500070"
2018-07-04 06:00:00,23.9,90.22,4.1,40,11.5,46,9.5,"G4500070"
2018-07-04 07:00:00,25,87.61,4.1,50,132.5,379,56,"G4500070"
2018-07-04 08:00:00,27.2,79.28,4.1,60,324.5,618.5,82,"G4500070"
2018-07-04 09:00:00,28.3,74.35,5.7,70,524.5,746.5,94.5,"G4500070"
2018-07-04 10:00:00,30,65.38,5.1,60,699.5,801.5,109.5,"G4500070"
2018-07-04 11:00:00,30,63.04,6.2,70,601.5,363.5,293.5,"G4500070"
2018-07-04 12:00:00,31.1,59.2,4.1,70,700.5,422,301.5,"G4500070"
2018-07-04 13:00:00,32.8,52.15,6.2,60,948,814,152,"G4500070"
2018-07-04 14:00:00,32.8,50.26,4.6,80,868,641.5,252,"G4500070"
2018-07-04 15:00:00,30.6,65.11,6.2,180,545,258,313,"G4500070"
2018-07-04 16:00:00,28.9,74.45,2.6,160,447,218.5,278.5,"G4500070"
2018-07-04 17:00:00,29.4,69.76,2.1,170,362,234.5,211,"G4500070"
2018-07-04 18:00:00,30.6,65.11,0,101.54,290,311.5,150,"G4500070"
2018-07-04 19:00:00,29.4,74.53,3.6,50,81,11.5,77.5,"G4500070"
2018-07-04 20:00:00,27.8,87.85,3.1,60,14,2,14,"G4500070"
2018-07-04 21:00:00,27.2,87.8,2.1,120,0,0,0,"G4500070"
2018-07-04 22:00:00,26.1,90.38,2.1,110,0,0,0,"G4500070"
2018-07-04 23:00:00,25.6,93.09,0,6.92,0,0,0,"G4500070"
2018-07-05,24.4,97.04,1.5,40,0,0,0,"G4500070"
2018-07-05 01:00:00,25,90.3,1.5,20,0,0,0,"G4500070"
2018-07-05 02:00:00,24.4,93.6,2.1,70,0,0,0,"G4500070"
2018-07-05 03:00:00,24.4,93.6,2.6,40,0,0,0,"G4500070"
2018-07-05 04:00:00,23.9,93.57,1.5,60,0,0,0,"G4500070"
2018-07-05 05:00:00,23.9,93.57,2.6,40,0,0,0,"G4500070"
2018-07-05 06:00:00,23.9,93.57,2.6,40,11,40.5,9,"G4500070"
2018-07-05 07:00:00,25.6,87.13,3.6,80,129,363,55.5,"G4500070"
2018-07-05 08:00:00,27.8,79.37,3.6,90,318,598,84.5,"G4500070"
2018-07-05 09:00:00,28.3,77.09,3.1,90,515,717.5,102.5,"G4500070"
2018-07-05 10:00:00,29.43,67.39,3.43,90,622,581,202,"G4500070"
2018-07-05 11:00:00,30,65.38,2.1,110,654,323,377.5,"G4500070"
2018-07-05 12:00:00,32.2,57.68,3.6,120,736,350,405,"G4500070"
2018-07-05 13:00:00,32.2,55.61,2.49,99.17,797.5,385,421,"G4500070"
2018-07-05 14:00:00,33.3,50.7,2.6,90,769,352,431.5,"G4500070"
2018-07-05 15:00:00,32.25,57.21,4.9,120,653.5,276,406.5,"G4500070"
2018-07-05 16:00:00,27.4,84.71,3.17,266,265,55,224,"G4500070"
2018-07-05 17:00:00,28.6,76.72,1.05,210,176,21,163,"G4500070"
2018-07-05 18:00:00,29.4,74.53,0,166.15,108,2,107,"G4500070"
2018-07-05 19:00:00,28.9,79.52,2.6,50,63.5,0,63.5,"G4500070"
2018-07-05 20:00:00,27.8,84.77,2.1,110,13,1.5,13,"G4500070"
2018-07-05 21:00:00,27.2,84.71,1.5,150,0,0,0,"G4500070"
2018-07-05 22:00:00,26.1,87.7,2.1,140,0,0,0,"G4500070"
2018-07-05 23:00:00,25.6,87.13,0,38.46,0,0,0,"G4500070"
2018-07-06,23.9,93.57,0,0,0,0,0,"G4500070"
2018-07-06 01:00:00,25,87.61,0,0,0,0,0,"G4500070"
2018-07-06 02:00:00,23.9,93.57,0,0,0,0,0,"G4500070"
2018-07-06 03:00:00,23.3,93.54,0,24.62,0,0,0,"G4500070"
2018-07-06 04:00:00,23.3,93.54,0,10,0,0,0,"G4500070"
2018-07-06 05:00:00,23.3,93.54,0,0,0,0,0,"G4500070"
2018-07-06 06:00:00,23.3,93.54,0,0,10.5,42,8.5,"G4500070"
2018-07-06 07:00:00,25.6,90.34,0,75.38,128,365.5,55,"G4500070"
2018-07-06 08:00:00,27.2,82.2,0,240,317,600,83.5,"G4500070"
2018-07-06 09:00:00,28.9,74.45,2.1,210,515,722.5,100.5,"G4500070"
2018-07-06 10:00:00,28.87,65.38,1.2,280,694,791,112.5,"G4500070"
2018-07-06 11:00:00,30.6,63.17,1.5,350,838,835.5,118.5,"G4500070"
2018-07-06 12:00:00,32.8,53.76,0,90.83,791.5,534.5,287.5,"G4500070"
2018-07-06 13:00:00,32.8,55.76,2.1,200,841.5,535,318,"G4500070"
2018-07-06 14:00:00,32.8,52.15,3.6,170,872.5,637,261,"G4500070"
2018-07-06 15:00:00,33.3,52.28,4.1,200,804,650.5,225,"G4500070"
2018-07-06 16:00:00,33.3,50.7,2.1,150.91,681,643.5,182,"G4500070"
2018-07-06 17:00:00,33.3,52.28,3.1,180,548,671,126.5,"G4500070"
2018-07-06 18:00:00,32.2,55.61,4.1,220,332.5,473,120,"G4500070"
2018-07-06 19:00:00,24.73,93.54,8.68,351.67,115,105.5,84.5,"G4500070"
2018-07-06 20:00:00,24.02,93.57,2.82,206.67,17,6,17,"G4500070"
2018-07-06 21:00:00,24.18,90.81,1.42,220,0,0,0,"G4500070"
2018-07-06 22:00:00,24.4,90.81,0.52,20,0,0,0,"G4500070"
2018-07-06 23:00:00,24.4,93.6,2.05,185,0,0,0,"G4500070"
2018-07-07,23.9,96.45,2.1,340,0,0,0,"G4500070"
2018-07-07 01:00:00,23.9,93.57,0,325.38,0,0,0,"G4500070"
2018-07-07 02:00:00,23.9,93.57,0,244.62,0,0,0,"G4500070"
2018-07-07 03:00:00,23.3,97.02,0,124.62,0,0,0,"G4500070"
2018-07-07 04:00:00,23.3,97.02,2.6,350,0,0,0,"G4500070"
2018-07-07 05:00:00,23.3,93.54,4.1,20,0,0,0,"G4500070"
2018-07-07 06:00:00,22.8,96.42,2.77,130,10.5,50.5,8.5,"G4500070"
2018-07-07 07:00:00,23.9,93.57,3.6,20,118,336,54,"G4500070"
2018-07-07 08:00:00,24.15,90.81,4.35,30,182.5,182,115,"G4500070"
2018-07-07 09:00:00,25.8,87.13,4.1,40,143,4.5,140,"G4500070"
2018-07-07 10:00:00,26.6,79.28,4.38,35,298.5,60.5,253.5,"G4500070"
2018-07-07 11:00:00,28.9,74.45,5.7,60,441,237,239.5,"G4500070"
2018-07-07 12:00:00,28.3,82.2,5.7,45,289.5,39,253,"G4500070"
2018-07-07 13:00:00,28.2,72.13,7.2,23.33,697,371.5,334,"G4500070"
2018-07-07 14:00:00,28.9,69.66,5.7,30,515.5,87,432,"G4500070"
2018-07-07 15:00:00,27.2,74.16,7.7,30,345.5,38,312,"G4500070"
2018-07-07 16:00:00,25,78.97,5.7,40,265.5,22.5,247.5,"G4500070"
2018-07-07 17:00:00,24.4,81.86,3.1,50,159.5,5,156,"G4500070"
2018-07-07 18:00:00,24.4,79.37,4.6,30,74,7,71,"G4500070"
2018-07-07 19:00:00,24.4,79.37,5.1,40,131,187.5,83.5,"G4500070"
2018-07-07 20:00:00,23.95,81.79,3.85,30,15.5,13.5,14.5,"G4500070"
2018-07-07 21:00:00,24.4,79.37,4.6,20,0,0,0,"G4500070"
2018-07-07 22:00:00,23.9,78.81,4.6,40,0,0,0,"G4500070"
2018-07-07 23:00:00,23.9,73.6,5.1,30,0,0,0,"G4500070"
2018-07-08,23.3,76.31,4.1,30,0,0,0,"G4500070"
2018-07-08 01:00:00,22.2,81.58,3.1,20,0,0,0,"G4500070"
2018-07-08 02:00:00,21.7,84.11,4.1,20,0,0,0,"G4500070"
2018-07-08 03:00:00,21.1,81.44,3.1,20,0,0,0,"G4500070"
2018-07-08 04:00:00,20.6,83.98,4.6,360,0,0,0,"G4500070"
2018-07-08 05:00:00,20.6,80.86,4.85,10,0,0,0,"G4500070"
2018-07-08 06:00:00,21.1,75.96,4.6,10,9.5,34.5,8,"G4500070"
2018-07-08 07:00:00,21.85,73.22,5.4,20,124.5,344,57,"G4500070"
2018-07-08 08:00:00,22.2,71.02,4.1,20,315.5,592,86.5,"G4500070"
2018-07-08 09:00:00,23.9,66.14,5.7,20,517.5,726,102.5,"G4500070"
2018-07-08 10:00:00,25.6,64.04,4.6,20,701,805.5,110.5,"G4500070"
2018-07-08 11:00:00,26.7,62.31,4.6,40,848.5,851.5,116.5,"G4500070"
2018-07-08 12:00:00,27.8,60.26,5.7,360,944.5,874.5,120,"G4500070"
2018-07-08 13:00:00,28.3,58.53,5.1,50,914.5,708.5,222.5,"G4500070"
2018-07-08 14:00:00,28.9,56.53,4.1,20,891,699,222,"G4500070"
2018-07-08 15:00:00,29.4,54.92,5.1,40,879.5,852,121.5,"G4500070"
2018-07-08 16:00:00,30.6,53.21,5.1,40,651.5,553.5,221.5,"G4500070"
2018-07-08 17:00:00,29.4,54.92,3.6,60,346.5,149,253,"G4500070"
2018-07-08 18:00:00,28.9,58.68,3.1,40,102.5,2.5,101.5,"G4500070"
2018-07-08 19:00:00,28.3,60.76,2.6,50,57,26.5,51.5,"G4500070"
2018-07-08 20:00:00,27.8,62.55,3.1,50,23.5,90.5,15,"G4500070"
2018-07-08 21:00:00,26.1,69.12,3.6,20,0,0,0,"G4500070"
2018-07-08 22:00:00,26.1,62.17,4.6,20,0,0,0,"G4500070"
2018-07-08 23:00:00,25,61.92,5.1,30,0,0,0,"G4500070"
2018-07-09,23.9,64.07,4.6,10,0,0,0,"G4500070"
2018-07-09 01:00:00,22.8,68.47,3.6,20,0,0,0,"G4500070"
2018-07-09 02:00:00,21.7,73.22,3.6,10,0,0,0,"G4500070"
2018-07-09 03:00:00,21.1,75.96,3.6,10,0,0,0,"G4500070"
2018-07-09 04:00:00,20.6,78.33,3.6,30,0,0,0,"G4500070"
2018-07-09 05:00:00,19.4,84.38,2.6,10,0,0,0,"G4500070"
2018-07-09 06:00:00,19.4,84.38,3.1,360,11,68.5,8.5,"G4500070"
2018-07-09 07:00:00,21.1,73.11,3.6,20,137.5,469,47,"G4500070"
2018-07-09 08:00:00,22.8,63.83,4.6,30,338.5,697,70,"G4500070"
2018-07-09 09:00:00,24.4,53.65,4.6,20,547.5,812,84.5,"G4500070"
2018-07-09 10:00:00,26.1,43.69,4.6,40,737,877.5,94.5,"G4500070"
2018-07-09 11:00:00,27.2,42.31,3.6,360,889.5,913.5,104.5,"G4500070"
2018-07-09 12:00:00,28.9,41.16,1.5,30,992.5,938.5,108,"G4500070"
2018-07-09 13:00:00,29.4,37.23,1.5,280.77,1033.5,947,109,"G4500070"
2018-07-09 14:00:00,30.6,34.75,2.6,147.69,1007.5,923.5,122.5,"G4500070"
2018-07-09 15:00:00,31.1,31.42,4.1,20,861,714.5,225.5,"G4500070"
2018-07-09 16:00:00,32.2,26.55,2.6,186.15,673.5,543.5,251,"G4500070"
2018-07-09 17:00:00,31.7,24.36,1.5,30,541,621,158,"G4500070"
2018-07-09 18:00:00,31.7,24.36,2.6,60,384,659,92.5,"G4500070"
2018-07-09 19:00:00,29.4,34.64,2.1,70,185.5,514,58,"G4500070"
2018-07-09 20:00:00,25,57.74,0,81.54,33.5,169.5,19,"G4500070"
2018-07-09 21:00:00,22.2,71.02,0,28.46,0,0,0,"G4500070"
2018-07-09 22:00:00,21.7,73.22,1.5,130,0,0,0,"G4500070"
2018-07-09 23:00:00,19.4,78.66,0,99.23,0,0,0,"G4500070"
2018-07-10,19.4,81.22,0,23.85,0,0,0,"G4500070"
2018-07-10 01:00:00,18.3,84.26,2.1,270,0,0,0,"G4500070"
2018-07-10 02:00:00,17.8,86.95,1.5,320,0,0,0,"G4500070"
2018-07-10 03:00:00,17.8,86.95,0,49.23,0,0,0,"G4500070"
2018-07-10 04:00:00,19.4,72.81,1.5,340,0,0,0,"G4500070"
2018-07-10 05:00:00,18.9,72.72,1.5,360,0,0,0,"G4500070"
2018-07-10 06:00:00,18.3,77.99,0,0,8.5,32,7.5,"G4500070"
2018-07-10 07:00:00,22.8,59.08,2.1,360,116,327.5,53.5,"G4500070"
2018-07-10 08:00:00,26.1,43.69,2.1,350,287.5,470,107.5,"G4500070"
2018-07-10 09:00:00,26.1,45.14,0,230.83,496.5,638.5,133.5,"G4500070"
2018-07-10 10:00:00,28.9,44.46,2.6,360,651.5,611.5,205.5,"G4500070"
2018-07-10 11:00:00,31.7,37.87,2.6,350,758,528,305.5,"G4500070"
2018-07-10 12:00:00,31.7,37.87,2.6,350,816,462,381.5,"G4500070"
2018-07-10 13:00:00,32.2,36.82,2.6,321.54,779.5,344,443.5,"G4500070"
2018-07-10 14:00:00,33.3,34.61,3.6,10,792.5,398,411.5,"G4500070"
2018-07-10 15:00:00,33.9,30.98,4.6,300,784.5,511.5,330.5,"G4500070"
2018-07-10 16:00:00,33.3,31.01,2.6,330,633,433.5,296,"G4500070"
2018-07-10 17:00:00,32.8,32.94,1.5,270,494,460.5,211,"G4500070"
2018-07-10 18:00:00,32.8,36.75,2.6,240,297.5,312.5,153.5,"G4500070"
2018-07-10 19:00:00,31.1,45.07,1.5,240,133,210.5,81.5,"G4500070"
2018-07-10 20:00:00,28.9,52.77,1.5,270,22,51.5,18.5,"G4500070"
2018-07-10 21:00:00,25,71.09,2.1,250,0,0,0,"G4500070"
2018-07-10 22:00:00,26.7,58.15,0,15.38,0,0,0,"G4500070"
2018-07-10 23:00:00,23.9,70.89,0,16.92,0,0,0,"G4500070"
2018-07-11,22.2,81.58,0,22.31,0,0,0,"G4500070"
2018-07-11 01:00:00,22.2,81.58,0,0,0,0,0,"G4500070"
2018-07-11 02:00:00,21.7,84.11,0,38.46,0,0,0,"G4500070"
2018-07-11 03:00:00,21.1,87.26,1.5,210,0,0,0,"G4500070"
2018-07-11 04:00:00,21.1,87.26,1.5,260,0,0,0,"G4500070"
2018-07-11 05:00:00,21.1,87.26,2.1,230,0,0,0,"G4500070"
2018-07-11 06:00:00,21.1,90.02,1.5,250,9.5,49.5,7.5,"G4500070"
2018-07-11 07:00:00,24.4,79.37,2.1,250,126.5,388.5,52,"G4500070"
2018-07-11 08:00:00,28.3,63.05,3.6,310,318.5,614,84,"G4500070"
2018-07-11 09:00:00,30.6,56.94,3.6,270,519.5,733,103.5,"G4500070"
2018-07-11 10:00:00,32.8,52.15,2.6,230,700,791.5,122.5,"G4500070"
2018-07-11 11:00:00,34.4,34.91,3.1,320,838,802.5,150,"G4500070"
2018-07-11 12:00:00,35.6,30.45,2.1,180.77,868.5,669.5,238.5,"G4500070"
2018-07-11 13:00:00,35,31.48,1.5,200.77,954,787,186.5,"G4500070"
2018-07-11 14:00:00,36.1,32.81,2.6,180,807.5,479,349,"G4500070"
2018-07-11 15:00:00,35.6,37.53,3.1,200,710,471,290,"G4500070"
2018-07-11 16:00:00,35,36.21,2.6,190,557.5,346.5,283.5,"G4500070"
2018-07-11 17:00:00,35.6,36.14,3.1,170,410,299.5,229,"G4500070"
2018-07-11 18:00:00,34.4,40.11,3.1,170,361.5,545,120.5,"G4500070"
2018-07-11 19:00:00,32.8,48.74,2.6,180,170.5,354.5,81,"G4500070"
2018-07-11 20:00:00,30.6,53.21,2.6,200,24,51.5,19.5,"G4500070"
2018-07-11 21:00:00,28.3,65.02,3.1,170,0,0,0,"G4500070"
2018-07-11 22:00:00,27.8,66.94,3.1,200,0,0,0,"G4500070"
2018-07-11 23:00:00,27.2,69.34,3.1,200,0,0,0,"G4500070"
2018-07-12,27.8,64.92,4.1,220,0,0,0,"G4500070"
2018-07-12 01:00:00,26.7,69.24,2.6,220,0,0,0,"G4500070"
2018-07-12 02:00:00,26.1,71.74,2.1,220,0,0,0,"G4500070"
